cnpj,plataforma,nome_fundo,classe_anbima,fonte,atualizado
37287419000186,BTG,GENOA CAPITAL RADAR FI FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO ACCESS,Multimercados Livre,API,03/06/2026
48997077000104,BTG,GENOA CAPITAL SAGRES I FIF CIC MULTIMERCADO RESPONSABILIDADE LIMITADA,Multimercados Livre,API,03/06/2026
28866524000189,BTG,GHT4 VECTOR FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,Multimercados Livre,API,03/06/2026
11052478000181,BTG,GIANT ZARATHUSTRA FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,Multimercados Livre,API,03/06/2026
24623392000103,BTG,GUEPARDO LONG BIAS RV FUNDO DE INVESTIMENTO MULTIMERCADO,Multimercados Livre,API,03/06/2026
17554200000199,BTG,IBIUNA LONG BIASED FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESPONSABILIDADE LIMITADA,Multimercados Livre,API,03/06/2026
35637151000130,BTG,ICATU VANGUARDA IGARATÉ LONG BIASED FIF - CLASSE DE INVESTIMENTO MULTIMERCADO - RESP LIMITADA,Multimercados Livre,API,03/06/2026
35609382000130,BTG,ICATU VANGUARDA IPORÃ PG FIF CLASSE DE INVESTIMENTO MULTIMERCADO CRED PRIV - RESP LIMITADA,Multimercados Livre,API,03/06/2026
44983745000193,BTG,ITAÚ ARTAX DISTRIBUIDORES FIF DA CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA,Multimercados Livre,API,03/06/2026
59760144000199,BTG,ITAÚ ARTAX ENDURANCE DISTRIBUIDORES FUNDO DE INVESTIMENTO FINANCEIRO DA CIC MULT RESP LIMITADA,Multimercados Livre,API,03/06/2026
37567202000120,BTG,ITAÚ DISTRIBUIDORES HUNTER TOTAL RETURN FIF CIC MULT - RESP LIMITADA,Multimercados Livre,API,03/06/2026
57745690000125,BTG,ITAÚ DUAL ADVANCED DISTRIBUIDORES FUNDO DE INVESTIMENTO FINANCEIRO MULT CRÉD PRIV RESP LIMITADA,Multimercados Livre,API,03/06/2026
66406506000103,BTG,ITAÚ GLOBAL DINÂMICO BAIXA VOL DISTRIBUIDORES FIF CIC MULTIMERCADO RESP LIMITADA,Multimercados Livre,API,03/06/2026
52285727000166,BTG,ITAÚ JANEIRO DISTRIBUIDORES FIF DA CLASSE DE INV EM COTAS MULTIMERCADO - RESPONSABILIDADE LIMITADA,Multimercados Livre,API,03/06/2026
65265147000159,BTG,ITAÚ JANEIRO ONZE DISTRIBUIDORES FIF CIC MULTIMERCADO RESPONSABILIDADE LIMITADA,Multimercados Livre,API,03/06/2026
35727276000150,BTG,ITAÚ OPTIMUS TITAN DISTRIBUIDORES FIF CIC MULT - RESP LIMITADA,Multimercados Livre,API,03/06/2026
55347224000166,BTG,ITAÚ SINFONIA ALL DISTRIBUIDORES FIF CIC MULT CRÉD PRIV - RESP LIMITADA,Multimercados Livre,API,03/06/2026
55380290000138,BTG,ITAÚ SINFONIA DISTRIBUIDORES FIF - CIC MULTIMERCADO CRÉD PRIV RESP LIMITADA,Multimercados Livre,API,03/06/2026
30005655000113,BTG,JGP MAX PLATAFORMAS FI EM COTAS DE FUNDOS DE INVESTIMENTO FINANCEIRO MULTIMERCADO RESP LTDA,Multimercados Livre,API,03/06/2026
32300350000160,BTG,JGP STRATEGY FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO ACCESS,Multimercados Livre,API,03/06/2026
14146496000110,BTG,KADIMA HIGH VOL FIC DE FUNDOS DE INVESTIMENTO FINANCEIRO MULTIMERCADO - RESPONSABILIDADE LIMITADA,Multimercados Livre,API,03/06/2026
26396708000105,BTG,KAPITALO NW3 PLUS FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,Multimercados Livre,API,03/06/2026
42831231000197,BTG,KAPITALO ZETA MERÍDIA FUNDO DE INVESTIMENTO EM COTAS DE FI FINANCEIRO MULTIMERCADO,Multimercados Livre,API,03/06/2026
52241587000124,BTG,KINEA NEPAL FIF MULT CRED PRIV - RESP LIMITADA,Multimercados Livre,API,03/06/2026
45653398000101,BTG,MANTARO EQUITY HEDGE FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO,Multimercados Livre,API,03/06/2026
40141547000121,BTG,MORE TOTAL RETURN FI FINANCEIRO MULTIMERCADO,Multimercados Livre,API,03/06/2026
26680221000141,BTG,NAVI LONG BIASED FIF - CLASSE DE INVESTIMENTO EM  COTAS MULTIMERCADO  - RESP LIMITADA,Multimercados Livre,API,03/06/2026
45123847000100,BTG,NORD MELHORES FUNDOS FOF MM FI FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,Multimercados Livre,API,03/06/2026
57660583000102,BTG,NORTE EQUITY HEDGE FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,Multimercados Livre,API,03/06/2026
37467515000106,BTG,NORTE LONG BIAS CIC DE CLASSE DE INVESTIMENTO EM MULTIMERCADO - RESP LIMITADA,Multimercados Livre,API,03/06/2026
45443993000104,BTG,NOVUS CRÉDITO HIGH GRADE FUNDO DE INVESTIMENTO MULTIMERCADO LONGO PRAZO,Multimercados Livre,API,03/06/2026
47729527000115,BTG,OBY IBIRA CRÉDITO 30 FI FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,Multimercados Livre,API,03/06/2026
15578417000103,BTG,OCCAM INSTITUCIONAL FIC DE FI FINANCEIRO MULTIMERCADO II - RESPONSABILIDADE LIMITADA,Multimercados Livre,API,03/06/2026
35342982000184,BTG,OCCAM RETORNO ABSOLUTO ACCESS FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FI MULTIMERCADO,Multimercados Livre,API,03/06/2026
31594537000150,BTG,PARCITAS HEDGE FIC DE FIF MULTI - RESPONSABILIDADE LIMITADA,Multimercados Livre,API,03/06/2026
38954217000103,BTG,PATRIA LONG BIASED FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,Multimercados Livre,API,03/06/2026
27347332000101,BTG,POLO LONG BIAS I FIC DE FIF MULTIMERCADO - RESPONSABILIDADE LIMITADA,Multimercados Livre,API,03/06/2026
31416575000113,BTG,PRINCIPAL CLARITAS QUANT FI FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,Multimercados Livre,API,03/06/2026
28911549000157,BTG,REAL INVESTOR FIC DE FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO - RESPONSABILIDADE LIMITADA,Multimercados Livre,API,03/06/2026
46962243000101,BTG,RIZA TAVROS LONG BIAS FI FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,Multimercados Livre,API,03/06/2026
43214564000130,BTG,RYO LONG BIASED ACCESS FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FI MULTIMERCADO,Multimercados Livre,API,03/06/2026
23960625000109,BTG,SAFARI 30 FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO II,Multimercados Livre,API,03/06/2026
18772290000157,BTG,SOLANA LONG AND SHORT FI FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,Multimercados Livre,API,03/06/2026
49861670000191,BTG,SPRINGS EQUITY HEDGE P FI FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,Multimercados Livre,API,03/06/2026
32773560000175,BTG,SULAMÉRICA LONG BIASED FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO DE RESPONSABILIDADE LIMITADA,Multimercados Livre,API,03/06/2026
34096196000181,BTG,TAVOLA ABSOLUTO II FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,Multimercados Livre,API,03/06/2026
45126753000186,BTG,TENAX TOTAL RETURN FIF DA CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO RESPONSABILIDADE LIMITADA,Multimercados Livre,API,03/06/2026
47032680000199,BTG,UJAY CASH FUNDO DE INVESTIMENTO MULTIMERCADO,Multimercados Livre,API,03/06/2026
13418910000130,BTG,UJAY HEDGE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,Multimercados Livre,API,03/06/2026
39354762000121,BTG,V8 SPEEDWAY LONG SHORT FIC FIF MULTIMERCADO,Multimercados Livre,API,03/06/2026
45681874000190,BTG,VENICE RC ARSENALE FUNDO DE INVESTIMENTO MULTIMERCADO,Multimercados Livre,API,03/06/2026
47684408000193,BTG,VINLAND CRÉDITO FUNDO DE INVESTIMENTO FINANCEIRO DA CIC MULTIMERCADO CRÉDITO PRIVADO RESP LIMITADA,Multimercados Livre,API,03/06/2026
58650505000181,BTG,VINLAND LONG SHORT FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO RESPONSABILIDADE LIMITADA,Multimercados Livre,API,03/06/2026
54699701000190,BTG,VINLAND PLUS III FIF MULTIMERCADO DA CLASSE DE INVESTIMENTO EM COTAS RESP LIMITADA,Multimercados Livre,API,03/06/2026
58211682000161,BTG,WHG CASA HEDGE INSTITUCIONAL FIF CIC MULTIMERCADO RESP LIMITADA,Multimercados Livre,API,03/06/2026
18860059000115,BTG,ABSOLUTE HEDGE FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,Multimercados Macro,API,03/06/2026
29177012000178,BTG,ABSOLUTE VERTEX FI FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO ACCESS,Multimercados Macro,API,03/06/2026
47545149000110,BTG,ACCESS VINLAND MACRO PLUS FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FI MULTIMERCADO,Multimercados Macro,API,03/06/2026
34774662000130,BTG,ACE CAPITAL FIF DA CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO RESPONSABILIDADE LIMITADA,Multimercados Macro,API,03/06/2026
24029438000160,BTG,ADAM MACRO II FI EM COTAS DE FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO RESP LTDA,Multimercados Macro,API,03/06/2026
44417227000102,BTG,ARCAH FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA  - REFERENCIADA DI RESPONSABILIDADE LIMITADA,Multimercados Macro,API,03/06/2026
25307278000137,BTG,ASA GAUSS CLASSE DE INVESTIMENTO EM COTAS DE CLASSE DE INVESTIMENTO MULTIMERCADO RESP LIMITADA,Multimercados Macro,API,03/06/2026
26323079000185,BTG,AZ QUEST MULTI MAX FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO FINANCEIRO MULTIMERCADO,Multimercados Macro,API,03/06/2026
17087932000116,BTG,BAHIA AM MARAÚ FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA,Multimercados Macro,API,03/06/2026
26822047000124,BTG,BTGP ACCESS IBIUNA HEDGE STH FI FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,Multimercados Macro,API,03/06/2026
17408524000119,BTG,BTGP ACCESS SPX NIMITZ FI FINANCEIRO EM QUOTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,Multimercados Macro,API,03/06/2026
35726908000161,BTG,CAPSTONE MACRO FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,Multimercados Macro,API,03/06/2026
20226378000115,BTG,CLAVE ALPHA MACRO ACCESS FI FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,Multimercados Macro,API,03/06/2026
29613915000154,BTG,FATOR MACRO FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,Multimercados Macro,API,03/06/2026
37887638000104,BTG,FORPUS MULTIESTRATÉGIA FI FINANCEIRO MULTIMERCADO LONGO PRAZO - RESPONSABILIDADE LIMITADA,Multimercados Macro,API,03/06/2026
12154412000165,BTG,IBIUNA HEDGE FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA,Multimercados Macro,API,03/06/2026
53643941000100,BTG,JUBARTE MIGRATION II FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,Multimercados Macro,API,03/06/2026
28558421000151,BTG,KAPITALO ALPHA GLOBAL FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FI MULTIMERCADO,Multimercados Macro,API,03/06/2026
63104903000132,BTG,KAPITALO STRATA LOW VOL FI FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,Multimercados Macro,API,03/06/2026
35088117000153,BTG,KAPITALO ZETA II FI FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO ACCESS,Multimercados Macro,API,03/06/2026
34687633000131,BTG,KINEA APOLO FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO RESPONSABILIDADE LIMITADA,Multimercados Macro,API,03/06/2026
29762315000158,BTG,KINEA ATLAS II FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO RESPONSABILIDADE LIMITADA,Multimercados Macro,API,03/06/2026
21624757000126,BTG,KINEA CHRONOS FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO RESPONSABILIDADE LIMITADA,Multimercados Macro,API,03/06/2026
42731202000153,BTG,KÍNITRO 30 FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,Multimercados Macro,API,03/06/2026
30338679000194,BTG,LEGACY CAPITAL FI FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO ACCESS,Multimercados Macro,API,03/06/2026
54087357000188,BTG,LEGACY CAPITAL V10 FUNDO DE INVESTIMENTO FINANCEIRO CIC MULT RESP LIMITADA,Multimercados Macro,API,03/06/2026
26324209000102,BTG,NEO PROVECTUS I FUNDO DE INVESTIMENTO FINANCEIRO DA CIC MULTIMERCADO RESP LIMITADA,Multimercados Macro,API,03/06/2026
14806166000104,BTG,NOVUS MACRO D5 FIF DA CLASSE DE INVESTIMENTO EM COTAS MULT RESP LIMITADA,Multimercados Macro,API,03/06/2026
14146726000141,BTG,NOVUS MACRO FUNDO DE INVESTIMENTO FINANCEIRO DA CLASSE DE INVESTIMENTO EM COTAS MULT RESP LIMITADA,Multimercados Macro,API,03/06/2026
43761750000199,BTG,PRINCIPAL CLARITAS LIQUIDEZ FI FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,Multimercados Macro,API,03/06/2026
22918359000185,BTG,QUANTITAS FUNDO DE INVESTIMENTO FINANCEIRO DA CIC MULTIMERCADO MALLORCA RESP LIMITADA,Multimercados Macro,API,03/06/2026
36015100000139,BTG,RIZA DAIKON FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,Multimercados Macro,API,03/06/2026
34431415000131,BTG,ROOT CAPITAL HIGH YIELD FIC DE FIF MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA,Multimercados Macro,API,03/06/2026
46929855000100,BTG,RUBIK CICLOS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,Multimercados Macro,API,03/06/2026
40716583000176,BTG,VERDE FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO ACCESS,Multimercados Macro,API,03/06/2026
40127685000156,BTG,VINCI RETORNO REAL FI FINANCEIRO - CI MULT - RESP LIMITADA,Multimercados Macro,API,03/06/2026
29148660000104,BTG,VINLAND MACRO ACCESS FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCAD,Multimercados Macro,API,03/06/2026
47212318000108,BTG,VINLAND MACRO PLUS P FIF CIC MULTIMERCADO RESP LIMITADA,Multimercados Macro,API,03/06/2026
41978534000174,BTG,WHG RF DINÂMICO FIF DA CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO RESPONSABILIDADE LIMITADA,Multimercados Macro,API,03/06/2026
47612105000165,BTG,ACE CAPITAL MULTICENÁRIOS FIC DE FI FINANCEIRO MULTIMERCADO - RESPONSABILIDADE LIMITADA,Multimercados Trading,API,03/06/2026
54996800000133,BTG,PRINCIPAL CLARITAS DEBENTURES INCENTIVADAS RENDA FIXA CREDITO PRIVADO RESPONSABILIDADE LIMITADA,Previdência Multimercado Livre,API,03/06/2026
64201861000110,BTG,BTG PACTUAL CRÉDITO BANCÁRIO FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA,Renda Fixa Duração Alta Crédito Livre,API,03/06/2026
26605199000175,BTG,CAPITÂNIA INFRA 30 FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA,Renda Fixa Duração Alta Crédito Livre,API,03/06/2026
34793170000192,BTG,ICATU VANGUARDA FIF - CLASSE INCENTIVADA DE INVESTIMENTO EM INFRA RENDA FIXA LP - RESP LIMITADA,Renda Fixa Duração Alta Crédito Livre,API,03/06/2026
31120420000135,BTG,JOURNEY CAPITAL ENDURANCE FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA,Renda Fixa Duração Alta Crédito Livre,API,03/06/2026
53857130000101,BTG,DAYCOVAL DEBENTURES INCENTIVADAS HEDGE FI INFRA RENDA FIXA,Renda Fixa Duração Alta Grau de Invest.,API,03/06/2026
19418031000195,BTG,ICATU VANGUARDA PRÉ-FIXADO FIF - CLASSE DE INVESTIMENTO RENDA FIXA LONGO PRAZO -RESP LIMITADA,Renda Fixa Duração Alta Grau de Invest.,API,03/06/2026
43778868000120,BTG,KAD IMAB FIC DE FI FINANCEIRO DE RENDA FIXA LONGO PRAZO - RESPONSABILIDADE LIMITADA,Renda Fixa Duração Alta Soberano,API,03/06/2026
57726577000100,BTG,ARX HEDGE II FIC DE FIF INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA CRÉDITO PRIVADO RESP LIMITADA,Renda Fixa Duração Baixa Crédito Livre,API,03/06/2026
21185984000100,BTG,BNP PARIBAS RUBI CIC DE CLASSE DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA,Renda Fixa Duração Baixa Crédito Livre,API,03/06/2026
52282978000197,BTG,DRYS SHELTER FIC DE FI FINANCEIRO RENDA FIXA CRÉD PRIV LONGO PRAZO - RESPONSABILIDADE LIMITADA,Renda Fixa Duração Baixa Crédito Livre,API,03/06/2026
47612663000120,BTG,ABSOLUTE ATENAS P FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA,Renda Fixa Duração Baixa Grau de Invest.,API,03/06/2026
47628957000140,BTG,ABSOLUTE CRETA P FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA,Renda Fixa Duração Baixa Grau de Invest.,API,03/06/2026
52324414000170,BTG,ABSOLUTE DELFOS FI EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA LONGO PRAZO,Renda Fixa Duração Baixa Grau de Invest.,API,03/06/2026
47612737000129,BTG,ABSOLUTE HIDRA CDI FI EM COTAS DE FUNDOS INCENTIVADOS DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA,Renda Fixa Duração Baixa Grau de Invest.,API,03/06/2026
63904226000137,BTG,ABSOLUTE HIDRA PRÉ 2 ANOS FIF EM COTAS DE FUNDOS INCENTIVADOS DE INVESTIMENTO EM INFRA RENDA FIXA,Renda Fixa Duração Baixa Grau de Invest.,API,03/06/2026
30921203000181,BTG,ARX DENALI FIC FIF RENDA FIXA CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA,Renda Fixa Duração Baixa Grau de Invest.,API,03/06/2026
32102131000176,BTG,ARX EVEREST FIC FIF RENDA FIXA CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA,Renda Fixa Duração Baixa Grau de Invest.,API,03/06/2026
52286231000107,BTG,ARX FUJI FIC DE FIF RENDA FIXA CRÉDITO PRIVADO - RESP LTDA,Renda Fixa Duração Baixa Grau de Invest.,API,03/06/2026
31159166000189,BTG,ARX VINSON FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA ACCESS,Renda Fixa Duração Baixa Grau de Invest.,API,03/06/2026
51293148000100,BTG,BRADESCO BANCOS II FI FINANCEIRO - CIC RF CRED PRIV - RESP LIMITADA,Renda Fixa Duração Baixa Grau de Invest.,API,03/06/2026
49983964000196,BTG,CLASSE ÚNICA DO WESTERN ASSET CRÉDITO BANCÁRIO PLUS FI FINANCEIRO RF CP RESP LIMITADA,Renda Fixa Duração Baixa Grau de Invest.,API,03/06/2026
35408329000170,BTG,COMPASS CREDIT SELECTION FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FUNDOS DE INVEST RENDA FIXA,Renda Fixa Duração Baixa Grau de Invest.,API,03/06/2026
29250121000173,BTG,DAYCOVAL CLASSIC 30 FUNDO DE INVESTIMENTO FINANCEIRO,Renda Fixa Duração Baixa Grau de Invest.,API,03/06/2026
10783480000168,BTG,DAYCOVAL CLASSIC FUNDO DE INVESTIMENTO EM COTAS DE FIF RENDA FIXA CRÉDITO PRIVADO,Renda Fixa Duração Baixa Grau de Invest.,API,03/06/2026
20879578000177,BTG,INTER CONSERVADOR FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CRÉDITO PRIVADO RESP LIMITADA,Renda Fixa Duração Baixa Grau de Invest.,API,03/06/2026
27826059000190,BTG,INTER PREMIUM FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO RESP LIMITADA,Renda Fixa Duração Baixa Grau de Invest.,API,03/06/2026
41745741000189,BTG,ITAÚ PRIVILÈGE REFERENCIADO DI DISTRIBUIDORES FIF CIC RENDA FIXA - RESPONSABILIDADE LIMITADA,Renda Fixa Duração Baixa Grau de Invest.,API,03/06/2026
44211851000159,BTG,MAG FIF - CLASSE DE INVESTIMENTO RF  REFERENCIADA DI PREMIUM CRÉDITO PRIVADO - RESP  LIMITADA,Renda Fixa Duração Baixa Grau de Invest.,API,03/06/2026
18719154000101,BTG,PORTO SEGURO FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA REFERENCIADO DI CRED PRIV RESP LIMITADA,Renda Fixa Duração Baixa Grau de Invest.,API,03/06/2026
35378376000119,BTG,PORTO SEGURO IPÊ FIF CIC RENDA FIXA CRÉD PRIV LONGO PRAZO RESP LIMITADA,Renda Fixa Duração Baixa Grau de Invest.,API,03/06/2026
12796232000187,BTG,SAFRA AGILITÉ FIF CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA CRÉDITO PRIV RESPONSABILIDADE LIMITADA,Renda Fixa Duração Baixa Grau de Invest.,API,03/06/2026
11447124000136,BTG,SAFRA VITESSE FIF CLASSE DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA,Renda Fixa Duração Baixa Grau de Invest.,API,03/06/2026
12923387000137,BTG,SPARTA PREMIUM FIC FIF RENDA FIXA  - RESPONSABILIDADE LIMITADA,Renda Fixa Duração Baixa Grau de Invest.,API,03/06/2026
47715703000160,BTG,SULAMÉRICA PREMIUM PLUS FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA REF DI CRED PRIV RESP LIMITADA,Renda Fixa Duração Baixa Grau de Invest.,API,03/06/2026
63446494000152,BTG,A1 D30 FIF DA CIC RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO RESPONSABILIDADE LIMITADA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
53847813000188,BTG,A1 FUNDO DE INVESTIMENTO FINANCEIRO DA CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA LP - RESP LIMITADA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
59591550000175,BTG,A1 INCENTIVADO FIF DA CIC  DE FUNDO INCENTIVADO EM INVEST EM DEB DE INFRA RF CRED PRIV RESP LIMITADA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
57027655000170,BTG,ABSOLUTE HIDRA CDI PLUS P FI EM COTAS DE FUNDOS INCENTIVADOS DE INVESTIMENTO EM INFRA RENDA FIXA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
63464761000114,BTG,ACCESS XP DEBÊNTURES INCENTIVADAS CDI FIF EM COTAS DE FUNDOS INCENTIVADOS DE INVEST EM INFRA RF,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
26434293000109,BTG,ASA INCOME CIC DE CLASSE DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
17627210000107,BTG,ATENA TAPYR FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
31340838000158,BTG,ATENA YIELD D30 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO FINANCEIRO RENDA FIXA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
14237118000142,BTG,AUGME 30 FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
52285852000176,BTG,AUGME 30 II FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO - RESP LIMITADA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
49598896000141,BTG,AUGME CLASSE DE INVESTIMENTO RENDA FIXA INCENTIVADO EM INFRAESTRUTURA - RESP LIMITADA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
38443033000189,BTG,BNP PARIBAS INFRAESTRUTURA CDI CIC DE INVESTIMENTO RF SUSTENTÁVEL IS - RESP LIMITADA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
55169240000106,BTG,BOCAINA INFRA 60 CDI FI EM COTAS DE FUNDOS INCENTIVADOS DE INVESTIMENTO EM INFRA RENDA FIXA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
54829603000120,BTG,BRADESCO DEBÊNTURES INCENTIVADAS CDI II FIF CIC RF INCENTIVADO DE INV EM INFRA LP RESP LIMITADA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
63437000000173,BTG,BRADESCO DEBÊNTURES INCENTIVADAS CDI III FIF - CIC RF DE INVESTIMENTO EM INFRA LP - RESP LIMITADA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
54853464000170,BTG,BRADESCO DEBÊNTURES INCENTIVADAS INFLAÇÃO II FIF CIC RF INCENTIVADO INV EM INFRA LP  RESP LIMITADA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
55315627000123,BTG,BRADESCO ULTRA II FIF - CIC RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO - RESPONSABILIDADE LIMITADA,Renda Fixa Duração Livre Crédito Livre,API,03/06/2026
